X,Y,DATEEND,TIMESTART,TIMEEND,ADDRESS,Arrest,LarcenyCode,CODE_DEFINED,LAT,LONG,ObjectId
-8474473.89249487,5319878.57011244,2023/04/25 00:00:00+00,1200,1430,200 N BEECH ST     ,,From Building,LARCENY,43.0519241210001,-76.127494225,3030
-8476794.35685393,5319967.17317962,2023/01/01 00:00:00+00,2230,2230,200 N  STATE ST     ,Yes,,AGGRAVATED ASSAULT,43.0525057360001,-76.148339311,3031
-8476475.33434027,5319943.21599977,2023/07/31 00:00:00+00,1300,1310,200 N  TOWNSEND ST     ,,All Other,BURGLARY,43.052348475,-76.145473483,3032
-8477361.59077392,5319789.75750735,2023/10/27 00:00:00+00,2030,1044,200 N CLINTON ST     ,,From Building,BURGLARY,43.0513411250001,-76.1534348599999,3033
-8477361.59077392,5319789.75750735,2023/08/10 00:00:00+00,1900,1945,200 N CLINTON ST     ,,From Motor Vehicle,MV THEFT,43.0513411250001,-76.1534348599999,3034
-8476794.35685393,5319967.17317962,2023/10/14 00:00:00+00,1022,1230,200 N STATE ST     ,Yes,,AGGRAVATED ASSAULT,43.0525057360001,-76.148339311,3035
-8476794.35685393,5319967.17317962,2023/06/22 00:00:00+00,0915,915,200 N STATE ST     ,Yes,From Building,LARCENY,43.0525057360001,-76.148339311,3036
-8476794.35685393,5319967.17317962,2023/12/07 00:00:00+00,2330,2330,200 N STATE ST     ,,Pocket Picking,LARCENY,43.0525057360001,-76.148339311,3037
-8476794.35685393,5319967.17317962,2023/06/17 00:00:00+00,0938,938,200 N STATE ST     ,,Shoplifting,LARCENY,43.0525057360001,-76.148339311,3038
-8476794.35685393,5319967.17317962,2023/03/11 00:00:00+00,2139,2139,200 N STATE ST     ,Yes,From Building,LARCENY,43.0525057360001,-76.148339311,3039
-8476794.35685393,5319967.17317962,2023/10/20 00:00:00+00,0721,721,200 N STATE ST   ,Yes,,AGGRAVATED ASSAULT,43.0525057360001,-76.148339311,3040
-8476794.35685393,5319967.17317962,2023/06/24 00:00:00+00,1628,1628,200 N STATE ST     ,Yes,Shoplifting,LARCENY,43.0525057360001,-76.148339311,3041
-8476794.35685393,5319967.17317962,2023/04/02 00:00:00+00,1847,1847,200 N STATE ST     ,Yes,Shoplifting,BURGLARY,43.0525057360001,-76.148339311,3042
-8476794.35685393,5319967.17317962,2023/08/13 00:00:00+00,1959,2030,200 N STATE ST     ,Yes,From Building,LARCENY,43.0525057360001,-76.148339311,3043
-8476794.35685393,5319967.17317962,2023/07/26 00:00:00+00,1630,1630,200 N STATE ST     ,,,ROBBERY,43.0525057360001,-76.148339311,3044
-8476794.35685393,5319967.17317962,2023/10/24 00:00:00+00,1330,1330,200 N STATE ST     ,Yes,,AGGRAVATED ASSAULT,43.0525057360001,-76.148339311,3045
-8476794.35685393,5319967.17317962,2023/10/17 00:00:00+00,0903,903,200 N STATE ST     ,Yes,From Building,LARCENY,43.0525057360001,-76.148339311,3046
-8476475.33434027,5319943.21599977,2023/08/24 00:00:00+00,0150,211,200 N TOWNSEND ST     ,,All Other,LARCENY,43.052348475,-76.145473483,3047
-8476475.33434027,5319943.21599977,2023/08/01 00:00:00+00,2329,2329,200 N TOWNSEND ST   ,Yes,,AGGRAVATED ASSAULT,43.052348475,-76.145473483,3048
-8476794.35685393,5319967.17317962,2023/10/22 00:00:00+00,0321,321,200 N STATE ST ,Yes,,ROBBERY,43.0525057360001,-76.148339311,3049
-8476475.33434027,5319943.21599977,2023/08/27 00:00:00+00,1105,805,200 N TOWNSEND ST     ,,All Other,LARCENY,43.052348475,-76.145473483,3050
-8472911.89769772,5322620.60831973,2023/10/22 00:00:00+00,2030,830,200 NORTH AV   ,,Motor Vehicle,MV THEFT,43.0699210610001,-76.113462587,3051
-8472911.89769772,5322620.60831973,2023/10/18 00:00:00+00,1756,1757,200 NORTH AV   ,,From Building,LARCENY,43.0699210610001,-76.113462587,3052
-8472911.89769772,5322620.60831973,2023/07/17 00:00:00+00,2100,2330,200 NORTH AV   ,,Motor Vehicle,MV THEFT,43.0699210610001,-76.113462587,3053
-8476475.33434027,5319943.21599977,2023/06/04 00:00:00+00,2245,2245,200 N TOWNSEND ST     ,Yes,,AGGRAVATED ASSAULT,43.052348475,-76.145473483,3054
-8476499.98938109,5317797.8280725,2023/09/08 00:00:00+00,0342,342,200 OAKWOOD AV   ,,,BURGLARY,43.0382639700001,-76.145694963,3055
-8476499.98938109,5317797.8280725,2023/09/23 00:00:00+00,1215,1215,200 OAKWOOD AV   ,Yes,,ROBBERY,43.0382639700001,-76.145694963,3056
-8476499.98938109,5317797.8280725,2023/09/24 00:00:00+00,1315,1315,200 OAKWOOD AV   ,,Motor Vehicle,MV THEFT,43.0382639700001,-76.145694963,3057
-8475876.20204283,5312259.99837711,2023/10/05 00:00:00+00,0200,200,200 ORLANDO AV   ,,From Motor Vehicle,LARCENY,43.0018930860001,-76.1400913859999,3058
-8475876.20204283,5312259.99837711,2023/09/27 00:00:00+00,1845,1845,200 ORLANDO AV   ,Yes,,AGGRAVATED ASSAULT,43.0018930860001,-76.1400913859999,3059
-8474650.82825764,5318861.40908155,2023/08/03 00:00:00+00,1500,1500,200 OSTROM AV   ,,,BURGLARY,43.0452468,-76.129083666,3060
-8474650.82825764,5318861.40908155,2023/04/28 00:00:00+00,2100,1000,200 OSTROM AV   ,Yes,Motor Vehicle,MV THEFT,43.0452468,-76.129083666,3061
-8475876.20204283,5312259.99837711,2023/07/02 00:00:00+00,0430,910,200 ORLANDO AVE    ,,From Motor Vehicle,LARCENY,43.0018930860001,-76.1400913859999,3062
-8477900.83786074,5315038.47193966,2023/01/01 00:00:00+00,2230,1300,300 MARGUERITE AVE    ,,From Motor Vehicle,LARCENY,43.0201440000001,-76.1582789989999,3063
-8474650.82825764,5318861.40908155,2023/08/04 00:00:00+00,0240,240,200 OSTROM AV   ,,,BURGLARY,43.0452468,-76.129083666,3064
-8478103.66431067,5319038.16157245,2023/02/26 00:00:00+00,0423,423,200 OTISCO ST     ,Yes,,AGGRAVATED ASSAULT,43.046407173,-76.16010102,3065
-8478103.66431067,5319038.16157245,2023/05/27 00:00:00+00,2200,159,200 OTISCO ST   ,Yes,,AGGRAVATED ASSAULT,43.046407173,-76.16010102,3066
-8478368.16966219,5317037.26572428,2023/06/04 00:00:00+00,0200,200,200 PALMER AV   ,Yes,All Other,BURGLARY,43.03327009,-76.162477112,3067
-8478368.16966219,5317037.26572428,2023/09/30 00:00:00+00,0230,234,200 PALMER AV   ,Yes,,ROBBERY,43.03327009,-76.162477112,3068
-8478368.16966219,5317037.26572428,2023/08/31 00:00:00+00,2000,8,200 PALMER AV   ,Yes,,BURGLARY,43.03327009,-76.162477112,3069
-8478368.16966219,5317037.26572428,2023/10/23 00:00:00+00,1015,1015,200 PALMER AVE    ,,All Other,LARCENY,43.03327009,-76.162477112,3070
-8478368.16966219,5317037.26572428,2023/07/13 00:00:00+00,0200,210,200 PALMER AVE    ,,Motor Vehicle,MV THEFT,43.03327009,-76.162477112,3071
-8478368.16966219,5317037.26572428,2023/07/15 00:00:00+00,1353,1353,200 PALMER AVE    ,,Motor Vehicle,MV THEFT,43.03327009,-76.162477112,3072
-8475316.78230582,5321621.06115773,2023/07/02 00:00:00+00,0800,953,200 PARK ST     ,,All Other,LARCENY,43.063361301,-76.135066033,3073
-8475316.78230582,5321621.06115773,2023/07/29 00:00:00+00,0453,453,200 PARK ST     ,,From Building,BURGLARY,43.063361301,-76.135066033,3074
-8475316.78230582,5321621.06115773,2023/01/14 00:00:00+00,1700,1720,200 PARK ST     ,,Motor Vehicle,MV THEFT,43.063361301,-76.135066033,3075
-8475316.78230582,5321621.06115773,2023/07/02 00:00:00+00,0800,946,200 PARK ST     ,,All Other,LARCENY,43.063361301,-76.135066033,3076
-8473726.43287588,5322498.70061355,2023/11/22 00:00:00+00,0043,43,200 PAUL AV   ,,Motor Vehicle,MV THEFT,43.069121051,-76.120779681,3077
-8473726.43287588,5322498.70061355,2023/12/06 00:00:00+00,1520,1101,200 PAUL AV   ,,All Other,LARCENY,43.069121051,-76.120779681,3078
-8473726.43287588,5322498.70061355,2023/07/19 00:00:00+00,1700,845,200 PAUL AVE    ,,Motor Vehicle,MV THEFT,43.069121051,-76.120779681,3079
-8481514.16533872,5320462.24581828,2023/11/29 00:00:00+00,1648,1648,200 PHARIS ST     ,,From Motor Vehicle,LARCENY,43.0557554280001,-76.190738072,3080
-8481514.16533872,5320462.24581828,2023/10/31 00:00:00+00,1615,1615,200 PHARIS ST     ,,From Motor Vehicle,LARCENY,43.0557554280001,-76.190738072,3081
-8475316.78230582,5321621.06115773,2023/12/12 00:00:00+00,1445,1445,200 PARK ST   ,Yes,,AGGRAVATED ASSAULT,43.063361301,-76.135066033,3082
-8474733.81014753,5319472.26844202,2023/09/29 00:00:00+00,1030,1120,200 PINE ST     ,,All Other,LARCENY,43.0492569740001,-76.1298291049999,3083
-8470375.96778505,5320149.98289146,2023/11/21 00:00:00+00,1630,1649,200 POLK ST     ,,,ROBBERY,43.053705732,-76.090681941,3084
-8470375.96778505,5320149.98289146,2023/02/21 00:00:00+00,1650,1650,200 POLK ST     ,,All Other,LARCENY,43.053705732,-76.090681941,3085
-8476520.4019248,5314245.11417724,2023/08/01 00:00:00+00,0530,530,200 PRIMROSE AV   ,Yes,,BURGLARY,43.014933237,-76.1458783319999,3086
-8476520.4019248,5314245.11417724,2023/07/12 00:00:00+00,0100,100,200 PRIMROSE AV   ,,From Motor Vehicle,MV THEFT,43.014933237,-76.1458783319999,3087
-8476520.4019248,5314245.11417724,2023/04/14 00:00:00+00,2340,2340,200 PRIMROSE AV   ,,,AGGRAVATED ASSAULT,43.014933237,-76.1458783319999,3088
-8479383.97849471,5320930.05355408,2023/06/19 00:00:00+00,2330,1322,200 PULASKI ST     ,,All Other,LARCENY,43.058825993,-76.171602278,3089
-8479184.61619601,5317378.83963859,2023/08/10 00:00:00+00,0115,115,200 PUTNAM ST     ,,From Building,BURGLARY,43.0355129270001,-76.169811376,3090
-8479184.61619601,5317378.83963859,2023/04/14 00:00:00+00,1324,1324,200 PUTNAM ST     ,Yes,,AGGRAVATED ASSAULT,43.0355129270001,-76.169811376,3091
-8480503.44402956,5316508.01077735,2023/12/05 00:00:00+00,1900,615,200 REED AV   ,,Motor Vehicle,MV THEFT,43.029794743,-76.181658608,3092
-8479184.61619601,5317378.83963859,2023/02/20 00:00:00+00,2111,2111,200 PUTNAM ST     ,,,AGGRAVATED ASSAULT,43.0355129270001,-76.169811376,3093
-8479184.61619601,5317378.83963859,2023/06/12 00:00:00+00,1200,935,200 PUTNAM ST     ,,All Other,LARCENY,43.0355129270001,-76.169811376,3094
-8479184.61619601,5317378.83963859,2023/07/05 00:00:00+00,0340,340,200 PUTNAM ST     ,Yes,,AGGRAVATED ASSAULT,43.0355129270001,-76.169811376,3095
-8478270.28086796,5317412.84790029,2023/02/19 00:00:00+00,0136,136,200 RICH ST     ,Yes,,AGGRAVATED ASSAULT,43.035736227,-76.161597762,3096
-8478270.28086796,5317412.84790029,2023/09/08 00:00:00+00,0300,1700,200 RICH ST     ,,From Building,BURGLARY,43.035736227,-76.161597762,3097
-8478270.28086796,5317412.84790029,2023/09/28 00:00:00+00,0105,110,200 RICH ST     ,,Motor Vehicle,MV THEFT,43.035736227,-76.161597762,3098
-8475009.78953293,5316023.33667224,2023/12/22 00:00:00+00,1700,201,200 ROBERT DR     ,,Motor Vehicle,MV THEFT,43.0266119630001,-76.13230827,3099
-8475009.78953293,5316023.33667224,2023/10/11 00:00:00+00,0433,433,200 ROBERT DR     ,,From Motor Vehicle,LARCENY,43.0266119630001,-76.13230827,3100
-8477573.93303657,5312139.05377669,2023/11/05 00:00:00+00,1700,1700,200 RIVERDALE DR     ,,Motor Vehicle,MV THEFT,43.0010985160001,-76.155342363,3101
-8475009.78953293,5316023.33667224,2023/11/06 00:00:00+00,2355,2355,200 ROBERT DR     ,,From Motor Vehicle,LARCENY,43.0266119630001,-76.13230827,3102
-8478340.66128018,5319147.65775075,2023/07/18 00:00:00+00,1200,1200,300 MARCELLUS ST     ,,All Other,LARCENY,43.047126,-76.16223,3103
-8478340.66128018,5319147.65775075,2023/06/02 00:00:00+00,0000,0,300 MARCELLUS ST   ,,From Building,LARCENY,43.047126,-76.16223,3104
-8473477.05706767,5321765.1559824,2023/07/19 00:00:00+00,1830,1630,300 MELROSE AV   ,,Motor Vehicle,MV THEFT,43.064307,-76.1185394999999,3105
-8473477.05706767,5321765.1559824,2023/08/22 00:00:00+00,1105,911,300 MELROSE AV   ,,All Other,LARCENY,43.064307,-76.1185394999999,3106
-8477353.31305659,5316855.72089853,2023/11/04 00:00:00+00,0100,800,300 MARTIN LUTHER KING      W ,,From Motor Vehicle,LARCENY,43.0320780000001,-76.1533605,3107
-8473477.05706767,5321765.1559824,2023/04/16 00:00:00+00,2104,2105,300 MELROSE AVE    ,,Motor Vehicle,MV THEFT,43.064307,-76.1185394999999,3108
-8477676.41798994,5317775.4438216,2023/07/15 00:00:00+00,0300,300,300 MIDLAND AV   ,,From Motor Vehicle,LARCENY,43.0381170000001,-76.156263001,3109
-8477676.41798994,5317775.4438216,2023/09/23 00:00:00+00,2130,1100,300 MIDLAND AV   ,,From Motor Vehicle,LARCENY,43.0381170000001,-76.156263001,3110
-8477038.2232379,5312437.92618178,2023/03/30 00:00:00+00,1330,1330,300 MILBURN DR     ,,All Other,LARCENY,43.0030620000001,-76.1505299999999,3111
-8473662.40401985,5322618.16088509,2023/08/12 00:00:00+00,1845,730,300 MILDRED AV   ,,Motor Vehicle,MV THEFT,43.0699050000001,-76.1202044999999,3112
-8477038.2232379,5312437.92618178,2023/03/27 00:00:00+00,1515,1950,300 MILBURN DR     ,,All Other,LARCENY,43.0030620000001,-76.1505299999999,3113
-8474885.19285515,5317124.36384059,2023/12/08 00:00:00+00,0000,2203,300 MOUNT OLYMPUS DR     ,,From Building,BURGLARY,43.033842,-76.131188999,3114
-8474885.19285515,5317124.36384059,2023/10/01 00:00:00+00,0249,249,300 MOUNT OLYMPUS DR     ,,From Building,BURGLARY,43.033842,-76.131188999,3115
-8474885.19285515,5317124.36384059,2023/03/30 00:00:00+00,1900,2200,300 MOUNT OLYMPUS DR     ,,From Building,LARCENY,43.033842,-76.131188999,3116
-8474885.19285515,5317124.36384059,2023/10/27 00:00:00+00,0141,142,300 MOUNT OLYMPUS DR     ,,From Building,LARCENY,43.033842,-76.131188999,3117
-8471420.20694761,5319668.63089713,2023/08/26 00:00:00+00,2120,2120,300 MOUNTAINVIEW AV   ,Yes,,ROBBERY,43.0505460000001,-76.100062501,3118
-8471420.20694761,5319668.63089713,2023/04/16 00:00:00+00,2024,2024,300 MOUNTAINVIEW AVE    ,,From Motor Vehicle,MV THEFT,43.0505460000001,-76.100062501,3119
-8474885.19285515,5317124.36384059,2023/10/19 00:00:00+00,0000,25,300 MOUNT OLYMPUS DR     ,,From Building,LARCENY,43.033842,-76.131188999,3120
-8474885.19285515,5317124.36384059,2023/05/11 00:00:00+00,1200,1210,300 MT OLYMPUS DR     ,,Of Bicycle,LARCENY,43.033842,-76.131188999,3121
-8472145.06370059,5323201.04665901,2023/12/09 00:00:00+00,0924,924,300 N  EDWARDS AVE    ,,Of Bicycle,LARCENY,43.0737300000001,-76.106574,3122
-8472145.06370059,5323201.04665901,2023/09/22 00:00:00+00,0945,1130,300 N  EDWARDS AVE    ,,All Other,LARCENY,43.0737300000001,-76.106574,3123
-8471975.74664377,5323214.76205646,2023/11/20 00:00:00+00,0112,112,300 N  MIDLER AV   ,,All Other,BURGLARY,43.0738200000001,-76.105052999,3124
-8472245.2512423,5323194.18896784,2023/04/11 00:00:00+00,1700,500,300 N COLLINGWOOD AV   ,,Motor Vehicle,MV THEFT,43.0736850000001,-76.107474,3125
-8472245.2512423,5323194.18896784,2023/06/14 00:00:00+00,1639,1639,300 N COLLINGWOOD AV   ,,All Other,LARCENY,43.0736850000001,-76.107474,3126
-8472145.06370059,5323201.04665901,2023/02/20 00:00:00+00,2130,2130,300 N EDWARDS AV   ,Yes,,AGGRAVATED ASSAULT,43.0737300000001,-76.106574,3127
-8472145.06370059,5323201.04665901,2023/05/05 00:00:00+00,1526,1527,300 N EDWARDS AV   ,,,AGGRAVATED ASSAULT,43.0737300000001,-76.106574,3128
-8471975.74664377,5323214.76205646,2023/11/14 00:00:00+00,0218,218,300 N MIDLER AV   ,,From Building,BURGLARY,43.0738200000001,-76.105052999,3129
-8471975.74664377,5323214.76205646,2023/04/12 00:00:00+00,1545,1545,300 N MIDLER AV   ,Yes,,AGGRAVATED ASSAULT,43.0738200000001,-76.105052999,3130
-8471975.74664377,5323214.76205646,2023/06/19 00:00:00+00,1200,1206,300 N MIDLER AV   ,,Of MV Parts/Accessories,LARCENY,43.0738200000001,-76.105052999,3131
-8471975.74664377,5323214.76205646,2023/02/03 00:00:00+00,0254,254,300 N MIDLER AV   ,,,BURGLARY,43.0738200000001,-76.105052999,3132
-8471975.74664377,5323214.76205646,2023/06/24 00:00:00+00,0837,837,300 N MIDLER AV   ,,,AGGRAVATED ASSAULT,43.0738200000001,-76.105052999,3133
-8471975.74664377,5323214.76205646,2023/02/23 00:00:00+00,2341,2341,300 N MIDLER AV   ,,,ROBBERY,43.0738200000001,-76.105052999,3134
-8471975.74664377,5323214.76205646,2023/10/31 00:00:00+00,0343,343,300 N MIDLER AV   ,,From Building,BURGLARY,43.0738200000001,-76.105052999,3135
-8471975.74664377,5323214.76205646,2023/11/22 00:00:00+00,0059,59,300 N MIDLER AV   ,,From Building,BURGLARY,43.0738200000001,-76.105052999,3136
-8471975.74664377,5323214.76205646,2023/04/18 00:00:00+00,1206,1206,300 N MIDLER AV   ,,All Other,LARCENY,43.0738200000001,-76.105052999,3137
-8478661.26141367,5316781.70838345,2023/08/14 00:00:00+00,1930,750,300 ONONDAGA AV   ,,From Motor Vehicle,LARCENY,43.031592,-76.16511,3138
-8478661.26141367,5316781.70838345,2023/07/05 00:00:00+00,0800,800,300 ONONDAGA AV   ,,From Motor Vehicle,LARCENY,43.031592,-76.16511,3139
-8478661.26141367,5316781.70838345,2023/07/07 00:00:00+00,2238,2238,300 ONONDAGA AV   ,,,AGGRAVATED ASSAULT,43.031592,-76.16511,3140
-8478661.26141367,5316781.70838345,2023/07/14 00:00:00+00,2000,800,300 ONONDAGA AV   ,,Of MV Parts/Accessories,MV THEFT,43.031592,-76.16511,3141
-8478661.26141367,5316781.70838345,2023/08/14 00:00:00+00,2330,930,300 ONONDAGA AV   ,,From Motor Vehicle,LARCENY,43.031592,-76.16511,3142
-8478661.26141367,5316781.70838345,2023/07/31 00:00:00+00,0540,540,300 ONONDAGA AVE    ,,Of Bicycle,MV THEFT,43.031592,-76.16511,3143
-8478280.04781744,5318991.37147095,2023/08/09 00:00:00+00,0300,300,300 OTISCO ST     ,Yes,Motor Vehicle,MV THEFT,43.0461000000001,-76.1616855,3144
-8481145.91244817,5316452.77096259,2023/07/04 00:00:00+00,1510,1510,300 OVERLOOK DR     ,Yes,From Building,BURGLARY,43.029432,-76.1874299999999,3145
-8478280.04781744,5318991.37147095,2023/10/28 00:00:00+00,0425,425,300 OTISCO ST     ,Yes,,BURGLARY,43.0461000000001,-76.1616855,3146
-8470979.88259046,5319966.14701444,2023/11/16 00:00:00+00,2030,730,300 AUDUBON PKWY   ,,Motor Vehicle,MV THEFT,43.0524990000001,-76.096107,3147
-8479430.70162271,5317558.86902501,2023/05/19 00:00:00+00,0215,215,300 PUTNAM ST   ,Yes,,AGGRAVATED ASSAULT,43.0366950000001,-76.172021999,3148
-8479430.70162271,5317558.86902501,2023/11/15 00:00:00+00,1400,1400,300 PUTNAM ST ,,Motor Vehicle,MV THEFT,43.0366950000001,-76.172021999,3149
-8475902.59756389,5318281.26147181,2023/07/11 00:00:00+00,2100,645,300 RENWICK AV   ,,From Motor Vehicle,MV THEFT,43.041438,-76.1403285009999,3150
-8475902.59756389,5318281.26147181,2023/11/24 00:00:00+00,1240,1630,300 RENWICK AVE    ,,All Other,LARCENY,43.041438,-76.1403285009999,3151
-8479308.47293314,5315313.91456361,2023/08/13 00:00:00+00,1630,1330,300 ROBINEAU RD     ,,Motor Vehicle,MV THEFT,43.0219530000001,-76.170924,3152
-8474021.0755305,5320817.6164616,2023/02/19 00:00:00+00,1200,909,300 ROBINSON ST     ,,All Other,LARCENY,43.0580880000001,-76.123426501,3153
-8473387.89015555,5317073.65004089,2023/12/06 00:00:00+00,0000,735,300 ROOSEVELT AV   ,,From Motor Vehicle,LARCENY,43.033509,-76.1177385,3154
-8479436.00009651,5316761.6162188,2023/08/14 00:00:00+00,0230,430,200 ROBERTS AV   ,,From Motor Vehicle,LARCENY,43.031460065,-76.172069596,3155
-8476826.14558168,5317778.18180387,2023/10/18 00:00:00+00,1340,1340,200 BURT ST     ,,,AGGRAVATED ASSAULT,43.038134977,-76.1486248739999,3156
-8478076.16617005,5318909.11658414,2023/08/26 00:00:00+00,0140,140,300 TULLY ST     ,,,BURGLARY,43.0455600000001,-76.1598539999999,3157
-8476946.05069952,5320895.77455066,2023/08/23 00:00:00+00,1622,1622,400 BUTTERNUT ST     ,Yes,Shoplifting,LARCENY,43.0586010000001,-76.1497019999999,3158
-8476141.44410674,5316484.02347932,2023/06/29 00:00:00+00,0850,831,200 GARFIELD AV   ,,All Other,LARCENY,43.029637226,-76.1424740959999,3159
-8475744.9181806,5322797.27285906,2023/04/06 00:00:00+00,1700,900,200 WADSWORTH ST     ,,Motor Vehicle,MV THEFT,43.0710803900001,-76.1389120429999,3160
-8476491.10953663,5315938.70911853,2023/10/16 00:00:00+00,1459,1459,2100 S SALINA ST     ,,All Other,LARCENY,43.02605621,-76.145615194,3161
-8474021.0755305,5320817.6164616,2023/03/03 00:00:00+00,2224,2224,300 ROBINSON ST     ,,From Building,BURGLARY,43.0580880000001,-76.123426501,3162
-8476584.87461164,5321935.20218996,2023/11/20 00:00:00+00,1312,1312,300 S  CARBON ST     ,,All Other,LARCENY,43.0654230000001,-76.1464574999999,3163
-8472095.97191647,5321707.56038811,2023/01/19 00:00:00+00,1925,1513,300 S  EDWARDS AV   ,,All Other,LARCENY,43.063929,-76.106133001,3164
-8477088.31700875,5319361.52742244,2023/09/20 00:00:00+00,1830,1915,300 S  WARREN ST     ,,From Motor Vehicle,LARCENY,43.04853,-76.1509799999999,3165
-8477088.31700875,5319361.52742244,2023/11/27 00:00:00+00,1700,700,300 S  WARREN ST     ,,All Other,LARCENY,43.04853,-76.1509799999999,3166
-8476295.8335538,5321322.22757172,2023/05/12 00:00:00+00,1500,1501,300 S ALVORD ST     ,Yes,,AGGRAVATED ASSAULT,43.0614,-76.143861,3167
-8476295.8335538,5321322.22757172,2023/09/16 00:00:00+00,1412,1412,300 S ALVORD ST   ,,,AGGRAVATED ASSAULT,43.0614,-76.143861,3168
-8472233.2287373,5321700.7037934,2023/06/13 00:00:00+00,1846,1846,300 S COLLINGWOOD AV   ,Yes,,AGGRAVATED ASSAULT,43.063884,-76.107366,3169
-8480399.51537372,5319044.83753566,2023/07/16 00:00:00+00,2200,930,300 S LOWELL AV   ,,Motor Vehicle,MV THEFT,43.046451,-76.180725001,3170
-8471955.20830904,5321721.27359264,2023/09/26 00:00:00+00,1245,1845,300 S MIDLER AV   ,,From Motor Vehicle,LARCENY,43.064019,-76.1048685,3171
-8477088.31700875,5319361.52742244,2023/04/20 00:00:00+00,1610,1610,300 S WARREN ST     ,,Shoplifting,LARCENY,43.04853,-76.1509799999999,3172
-8477088.31700875,5319361.52742244,2023/10/17 00:00:00+00,1819,1819,300 S WARREN ST     ,Yes,All Other,LARCENY,43.04853,-76.1509799999999,3173
-8477088.31700875,5319361.52742244,2023/03/15 00:00:00+00,1845,1850,300 S WARREN ST     ,Yes,Shoplifting,LARCENY,43.04853,-76.1509799999999,3174
-8477088.31700875,5319361.52742244,2023/12/18 00:00:00+00,1046,1048,300 S WARREN ST     ,Yes,,ROBBERY,43.04853,-76.1509799999999,3175
-8477088.31700875,5319361.52742244,2023/11/26 00:00:00+00,1500,1815,300 S WARREN ST     ,,From Motor Vehicle,LARCENY,43.04853,-76.1509799999999,3176
-8477088.31700875,5319361.52742244,2023/03/07 00:00:00+00,0030,30,300 S WARREN ST     ,Yes,All Other,BURGLARY,43.04853,-76.1509799999999,3177
-8477088.31700875,5319361.52742244,2023/11/05 00:00:00+00,1445,1445,300 S WARREN ST     ,,All Other,ROBBERY,43.04853,-76.1509799999999,3178
-8477088.31700875,5319361.52742244,2023/08/11 00:00:00+00,2200,845,300 S WARREN ST     ,Yes,Motor Vehicle,MV THEFT,43.04853,-76.1509799999999,3179
-8477088.31700875,5319361.52742244,2023/12/18 00:00:00+00,1945,1945,300 S WARREN ST     ,,,ROBBERY,43.04853,-76.1509799999999,3180
-8477088.31700875,5319361.52742244,2023/04/02 00:00:00+00,0820,820,300 S WARREN ST     ,Yes,All Other,LARCENY,43.04853,-76.1509799999999,3181
-8477088.31700875,5319361.52742244,2023/06/02 00:00:00+00,1315,1315,300 S WARREN ST     ,Yes,,AGGRAVATED ASSAULT,43.04853,-76.1509799999999,3182
-8477088.31700875,5319361.52742244,2023/07/24 00:00:00+00,2000,17,300 S WARREN ST     ,,From Motor Vehicle,LARCENY,43.04853,-76.1509799999999,3183
-8472290.33574739,5317872.76704184,2023/01/25 00:00:00+00,1257,1257,300 SCOTT AV   ,,All Other,LARCENY,43.038756,-76.107879001,3184
-8472444.62445031,5318359.39834687,2023/09/28 00:00:00+00,1630,700,300 SCOTTHOLM TER    ,,All Other,LARCENY,43.041951,-76.1092649999999,3185
-8471872.0525381,5319741.29524957,2023/10/14 00:00:00+00,1600,1056,300 SEELEY RD     ,,From Motor Vehicle,LARCENY,43.051023,-76.104121499,3186
-8477574.72752377,5313402.42779194,2023/05/14 00:00:00+00,0000,0,300 SHIRLEY DR     ,,From Building,LARCENY,43.009398,-76.1553494999999,3187
-8477574.72752377,5313402.42779194,2023/07/17 00:00:00+00,1959,1959,300 SHIRLEY DR     ,,,AGGRAVATED ASSAULT,43.009398,-76.1553494999999,3188
-8477574.72752377,5313402.42779194,2023/12/09 00:00:00+00,0230,816,300 SHIRLEY DR   ,,Motor Vehicle,MV THEFT,43.009398,-76.1553494999999,3189
-8478579.10774078,5318288.11555752,2023/03/17 00:00:00+00,1815,1815,300 SHONNARD ST     ,,All Other,LARCENY,43.041483,-76.1643720009999,3190
-8474325.64554599,5321285.20354737,2023/12/15 00:00:00+00,1600,900,300 SHUART AV   ,,All Other,LARCENY,43.061157,-76.1261625,3191
-8478137.2805705,5318055.0794637,2023/10/07 00:00:00+00,1727,1727,300 SLOCUM DR     ,,From Building,LARCENY,43.039953,-76.160403,3192
-8478115.74024903,5321058.94880916,2023/08/11 00:00:00+00,1700,1000,300 SPENCER ST     ,,Motor Vehicle,MV THEFT,43.059672,-76.1602095,3193
-8478115.74024903,5321058.94880916,2023/10/26 00:00:00+00,1915,630,300 SPENCER ST     ,,From Motor Vehicle,LARCENY,43.059672,-76.1602095,3194
-8472805.8005382,5321663.67826893,2023/07/16 00:00:00+00,1045,1315,300 STAFFORD AV   ,,From Building,BURGLARY,43.0636410000001,-76.1125095,3195
-8472805.8005382,5321663.67826893,2023/03/14 00:00:00+00,2330,730,300 STAFFORD AV   ,,Motor Vehicle,MV THEFT,43.0636410000001,-76.1125095,3196
-8472805.8005382,5321663.67826893,2023/03/26 00:00:00+00,2220,2220,300 STAFFORD AV   ,,Motor Vehicle,MV THEFT,43.0636410000001,-76.1125095,3197
-8472805.8005382,5321663.67826893,2023/07/16 00:00:00+00,0716,1300,300 STAFFORD AVE    ,,Motor Vehicle,MV THEFT,43.0636410000001,-76.1125095,3198
